iter	F1	Logloss
885	0.9056463516	0.3407593034
886	0.9056383665	0.3406902764
887	0.9056330789	0.3406192015
888	0.9056923145	0.3405434133
889	0.9058145569	0.3404286293
890	0.9058960004	0.3403475318
891	0.9059009796	0.3402753756
892	0.9059374413	0.3402440636
893	0.9058950514	0.3401970395
894	0.9059432692	0.3401187992
895	0.9059797292	0.3400564259
896	0.9059964689	0.3399450365
897	0.9060320887	0.3398664601
898	0.9060378216	0.3398012398
899	0.9060507756	0.3397286059
900	0.9060515189	0.3396430181
901	0.9060160616	0.3395363368
902	0.9060609484	0.3394682333
903	0.9060373414	0.3393955946
904	0.9061337825	0.3393173081
905	0.9061017591	0.3392121948
906	0.906210411	0.3390674118
907	0.9062988816	0.3389997633
908	0.9064009545	0.3389042439
909	0.9064588769	0.3388092526
910	0.9064711892	0.3387667451
911	0.9064307627	0.3387248104
912	0.9064755608	0.3386425073
913	0.9065888109	0.3385458555
914	0.9066850436	0.3384299287
915	0.9066368505	0.3383852092
916	0.9067070817	0.3383123525
917	0.9068091467	0.338258751
918	0.9068103715	0.3381457776
919	0.9068468179	0.3381090609
920	0.9068259305	0.3380474708
921	0.906823843	0.3379594758
922	0.9068081395	0.3378697328
923	0.9068237003	0.3378062805
924	0.9069311036	0.3377194273
925	0.90696158	0.3376560029
926	0.907003863	0.3375738619
927	0.907082588	0.3375156935
928	0.9071659072	0.3374432156
929	0.9072029933	0.3373715944
930	0.9072081816	0.3373612926
931	0.9072387224	0.337310203
932	0.9073343479	0.3372145452
933	0.9073349965	0.3371366562
934	0.9073908866	0.3370602113
935	0.907403211	0.3369966281
936	0.9074649911	0.3369005631
937	0.9075534627	0.3367953346
938	0.9076022121	0.3367191501
939	0.9075339039	0.3366591165
940	0.9076196821	0.3365606079
941	0.9076209334	0.3364633381
942	0.9076156502	0.3363504692
943	0.9076625038	0.3363093274
944	0.9077561151	0.3361834527
945	0.9078556014	0.3360787785
946	0.9079180143	0.3359907743
947	0.9079570252	0.3359290938
948	0.9080915725	0.3358372038
949	0.908097414	0.3358096437
950	0.9081116935	0.3357144747
951	0.9081162064	0.3356470267
952	0.908191622	0.3355562929
953	0.908201359	0.3355332366
954	0.9081772838	0.3354655321
955	0.9082110963	0.3353975448
956	0.9082429329	0.3352823246
957	0.9082884033	0.3351786809
958	0.9082747184	0.3351066967
959	0.9084014699	0.3350015327
960	0.9084768732	0.3349082495
961	0.9084794705	0.3348992268
962	0.9084859639	0.3348337116
963	0.9084469237	0.3347675863
964	0.9084833092	0.334702278
965	0.9085066884	0.3346217205
966	0.9085326843	0.3345245506
967	0.9085560652	0.3344874351
968	0.9086373157	0.3343897555
969	0.9086743662	0.3342764147
970	0.9087393465	0.3341772175
971	0.9087568857	0.3340803683
972	0.9087997804	0.3340031485
973	0.9088082257	0.3339977091
974	0.9088485131	0.3339069782
975	0.9088140551	0.3337802763
976	0.9088504546	0.3336859466
977	0.9088530459	0.3336269742
978	0.9088497897	0.3335626982
979	0.9088458758	0.3334697604
980	0.9088933247	0.333409452
981	0.9089498748	0.3333361536
982	0.9090194183	0.3332490702
983	0.9090428156	0.3331697429
984	0.9090519127	0.3331295602
985	0.9091565502	0.3330321915
986	0.9091351048	0.3329959736
987	0.9091143085	0.3329216019
988	0.9091240586	0.3328760367
989	0.909200103	0.3328127039
990	0.9092702959	0.332671616
991	0.9093008441	0.3325939348
992	0.909374294	0.33250399
993	0.9094470626	0.3324217644
994	0.9094490131	0.3323872054
995	0.9094431727	0.3323461904
996	0.9094217379	0.3322897755
997	0.909408104	0.3322443977
998	0.9094269606	0.3321841756
999	0.9095276908	0.3321113743
1000	0.9095673449	0.3320800024
1001	0.9095504658	0.3320458991
1002	0.9095901067	0.3319761336
1003	0.909627795	0.3318879923
1004	0.9096362499	0.3317974014
1005	0.9097031861	0.3316823053
1006	0.9097506272	0.3316180629
1007	0.9097616637	0.3315932906
1008	0.9098091028	0.3315323738
1009	0.9098221122	0.3315228042
1010	0.9098383981	0.3314317481
1011	0.9098423012	0.3314174448
1012	0.909846855	0.3313944223
1013	0.9098475055	0.3313934976
1014	0.9099034041	0.3313070688
1015	0.9099404618	0.3312391383
1016	0.9100171236	0.3311684705
1017	0.9100664826	0.3310937597
1018	0.909964535	0.3310146417
1019	0.9100450718	0.330962997
1020	0.910117822	0.3309143773
1021	0.9102185465	0.3308144754
1022	0.9102133759	0.3307538099
1023	0.9102569052	0.330690245
1024	0.9102582068	0.3305898362
1025	0.9102809471	0.3304913617
1026	0.9102511578	0.3304161332
1027	0.9102446858	0.3303991841
1028	0.9103109996	0.330294219
1029	0.9103207244	0.3302361941
1030	0.9103987141	0.3300952138
1031	0.9105085129	0.3300165765
1032	0.9104994434	0.3298810274
1033	0.9105552946	0.3298202242
1034	0.9106189546	0.3297874679
1035	0.9106455995	0.3297216664
1036	0.9106060292	0.3296304624
1037	0.9105522234	0.3295184099
1038	0.9105593855	0.3294852703
1039	0.9106081256	0.3294088596
1040	0.9106867189	0.3293423034
1041	0.9107140176	0.3292580942
1042	0.9107050027	0.3291973533
1043	0.9107076584	0.3291338583
1044	0.9108148538	0.3290468817
1045	0.9108850289	0.3289659165
1046	0.911000499	0.3288569428
1047	0.9111186733	0.3287561796
1048	0.9110915052	0.3286540007
1049	0.9111524812	0.3285486652
1050	0.9111272053	0.3284605944
1051	0.9110779511	0.3283905763
1052	0.9111000367	0.3283057344
1053	0.9111637508	0.3282117869
1054	0.9112085718	0.328166431
1055	0.9112832249	0.3280991705
1056	0.9113066108	0.3280155908
1057	0.9113806044	0.3279165558
1058	0.9114047857	0.3278160651
1059	0.9114262162	0.3277794698
1060	0.9114957189	0.3276742587
1061	0.911501584	0.3276701259
1062	0.9114971736	0.3275910468
1063	0.9115588574	0.3274794984
1064	0.9115511141	0.3273791303
1065	0.9116050541	0.3272824833
1066	0.9116479129	0.3271960776
1067	0.9116005706	0.3271112324
1068	0.9116713785	0.3269767639
1069	0.911691504	0.326911252
1070	0.9117201034	0.3268516497
1071	0.9117253184	0.3268381994
1072	0.9117701313	0.3267412521
1073	0.9117954709	0.3266650909
1074	0.9119005626	0.3266075962
1075	0.9119512368	0.3265897733
1076	0.9119611067	0.3265027086
1077	0.9119325982	0.32644259
1078	0.9119897047	0.32636704
1079	0.9120305993	0.3263365365
1080	0.9119554189	0.3262946913
1081	0.9119994852	0.3261972146
1082	0.9119937082	0.3261623405
1083	0.9120158786	0.3261021795
1084	0.9120153185	0.3260263354
1085	0.9120516515	0.3259701571
1086	0.9120335778	0.325920036
1087	0.9120304096	0.3258424395
1088	0.9120349746	0.3258397319
1089	0.9121167725	0.3257690701
1090	0.9120552851	0.3256941367
1091	0.9120838887	0.3255927332
1092	0.9120496015	0.3254788603
1093	0.9121482709	0.3254258456
1094	0.9122172205	0.3253466512
1095	0.9122354861	0.3253388281
1096	0.9122750813	0.3252685937
1097	0.9123452358	0.3251778834
1098	0.9123731871	0.3251380106
1099	0.9123815653	0.3251028719
1100	0.9123939615	0.3250606075
1101	0.9123693757	0.3249959675
1102	0.9123837298	0.3249298858
1103	0.9124078717	0.3248486313
1104	0.9125064179	0.3247923753
1105	0.9124189644	0.3247164977
1106	0.9125241443	0.3246401822
1107	0.9126033222	0.3245897468
1108	0.9126280103	0.3245267687
1109	0.9126273577	0.3244732172
1110	0.9126345364	0.3243738083
1111	0.9127124019	0.3242645879
1112	0.9128447353	0.3241475467
1113	0.9128319169	0.3241163895
1114	0.9128690046	0.3239973401
1115	0.9129637071	0.323912159
1116	0.9129741518	0.3238944733
1117	0.912980027	0.3238811892
1118	0.9130353951	0.3237813969
1119	0.9130568154	0.3237123201
1120	0.9130693454	0.3236169537
1121	0.9130675118	0.3235489082
1122	0.9131330813	0.3234878825
1123	0.91320126	0.3234280439
1124	0.9132147137	0.323325269
1125	0.9133560121	0.3232561273
1126	0.9133432194	0.3231949146
1127	0.9133487117	0.3230791242
1128	0.9133578551	0.3230486224
1129	0.913416883	0.322994573
1130	0.9133945657	0.3229316655
1131	0.9134891091	0.3228636968
1132	0.9134858432	0.3227960612
1133	0.9134445891	0.32270428
1134	0.9135592372	0.3226026484
1135	0.9135611969	0.3225885662
1136	0.9135897984	0.3225115984
1137	0.9136002506	0.3224661868
1138	0.9136729897	0.3223869927
1139	0.9136562913	0.3222516004
1140	0.9136920808	0.3221659451
1141	0.9137388325	0.3220932675
1142	0.9137291778	0.3220088209
1143	0.9137791965	0.321946661
1144	0.913861738	0.321828174
1145	0.9138676193	0.3218238427
1146	0.9139001434	0.3217247355
1147	0.9139980622	0.3216239505
1148	0.9140570703	0.3215413322
1149	0.9140421942	0.3215342024
1150	0.9140067131	0.3214459359
1151	0.9140774884	0.3213854461
1152	0.9141735949	0.3213058561
1153	0.9141659105	0.321228208
1154	0.9141719536	0.321128758
1155	0.9142321061	0.3210596641
1156	0.9143269002	0.3209505821
1157	0.9143548477	0.3208363902
1158	0.9143738081	0.3207769849
1159	0.9143962055	0.3207018762
1160	0.9144504595	0.3206280359
1161	0.9144558593	0.3205878061
1162	0.914492309	0.3205176729
1163	0.9145305501	0.3204299758
1164	0.9146142213	0.3203712349
1165	0.9146532868	0.320310402
1166	0.9147039496	0.3202195981
1167	0.9147047803	0.3201766332
1168	0.9146518496	0.3201331658
1169	0.9146190148	0.3200837529
1170	0.9146270382	0.320033651
1171	0.9147288596	0.3199958457
1172	0.9148368523	0.3199290453
1173	0.9148641469	0.3199127586
1174	0.914807955	0.3198481192
1175	0.9148317996	0.319757383
1176	0.914900129	0.3196592618
1177	0.915010901	0.3195507097
1178	0.9150947444	0.3194816157
1179	0.9150877354	0.3194106307
1180	0.9151375524	0.319347799
1181	0.9151401698	0.3193445483
1182	0.915188866	0.3192721969
1183	0.9152032629	0.3191915779
1184	0.9151503667	0.3191163566
1185	0.9151964486	0.3190404142
1186	0.9152296333	0.3189586619
1187	0.9152324445	0.31895467
1188	0.9153219895	0.3188574488
1189	0.9153252623	0.3187947155
1190	0.9153346225	0.3187503743
1191	0.9153807042	0.3186462717
1192	0.9153756652	0.3186023003
1193	0.9154309122	0.3185127226
1194	0.9154335308	0.3185126028
1195	0.9154730652	0.3184479731
1196	0.9154988498	0.3183755304
1197	0.9154595176	0.3183011006
1198	0.9155326913	0.3182212375
1199	0.9155405478	0.3181006316
1200	0.9156905969	0.3179943504
1201	0.9156669927	0.3179312478
1202	0.9156735405	0.3179140048
1203	0.9156755048	0.3179131056
1204	0.9156464531	0.3178481744
1205	0.9156942546	0.3177816659
1206	0.9156794006	0.3177237033
1207	0.9156756788	0.3176734153
1208	0.9157942688	0.3176361777
1209	0.9158178462	0.3175377174
1210	0.9158320431	0.3174558938
1211	0.9158781194	0.3173715697
1212	0.9158792016	0.3173043515
1213	0.915892516	0.3172460519
1214	0.9159475514	0.3171918077
1215	0.9159482065	0.3171751936
1216	0.9159438367	0.3171151638
1217	0.9159977772	0.3170607054
1218	0.9159986497	0.3170011534
1219	0.9160353391	0.3169292046
1220	0.9161021671	0.3168287004
1221	0.9161159271	0.3167924521
1222	0.9161462807	0.3167790205
1223	0.9161617845	0.3167570812
1224	0.9162414875	0.3166974722
1225	0.9161873401	0.3166194539
1226	0.9162080858	0.3165729053
1227	0.9162080858	0.3165697147
1228	0.9162078784	0.3164697885
1229	0.9162908631	0.3163732846
1230	0.9163000384	0.3163058486
1231	0.9163703677	0.3162333858
1232	0.9163832473	0.3161330177
1233	0.916467958	0.3160552194
1234	0.9165000769	0.3159351565
1235	0.9164950658	0.3159032794
1236	0.9165212876	0.3158385335
1237	0.9165712978	0.3157323301
1238	0.9165771982	0.315670495
1239	0.9166793618	0.3155817405
1240	0.9166865737	0.3155549117
1241	0.9167246021	0.3154263629
1242	0.9167331261	0.3154087541
1243	0.9167687079	0.3153116598
1244	0.916798629	0.3152628043
1245	0.9168335527	0.3151892813
1246	0.9168506023	0.3151623734
1247	0.9168903604	0.3150867665
1248	0.916920282	0.3149860434
1249	0.9169416776	0.314946259
1250	0.916952827	0.3149173657
1251	0.9169583214	0.3148361213
1252	0.9169779983	0.3147865149
1253	0.9170234148	0.314701732
1254	0.9170101389	0.3146485316
1255	0.9170143241	0.3145908605
1256	0.9170025165	0.3145081262
1257	0.9169866148	0.3144378737
1258	0.9170034216	0.314429317
1259	0.9171546633	0.3143421331
1260	0.9171845864	0.3142915772
1261	0.9171911468	0.3142655501
1262	0.9171700062	0.3142166472
1263	0.9171973064	0.3141556998
1264	0.9172169892	0.3140720167
1265	0.9172597801	0.3140038691
1266	0.9173418173	0.3139212047
1267	0.9172923295	0.3138768454
1268	0.9173475862	0.3137779538
1269	0.9173695016	0.3137075856
1270	0.9174037605	0.3136064086
1271	0.9174125538	0.3135488827
1272	0.9173986387	0.3134417251
1273	0.9174388059	0.3133581529
1274	0.9174466819	0.3133450709
1275	0.9174578397	0.3133224426
1276	0.9175652059	0.3132588641
1277	0.9176507785	0.3131914243
1278	0.9176632507	0.3131324357
1279	0.917671128	0.3131048847
1280	0.9176480351	0.3130553786
1281	0.9176118113	0.312961617
1282	0.9175979052	0.3128850143
1283	0.9176202257	0.3128435304
1284	0.9176257464	0.3127549663
1285	0.9176523953	0.3126914688
1286	0.9176951877	0.312583405
1287	0.9176997836	0.3125434511
1288	0.9177316848	0.3125093127
1289	0.9177445446	0.312503445
1290	0.9177487567	0.3124244732
1291	0.917777649	0.3123553665
1292	0.9178527249	0.3122886147
1293	0.9179778046	0.3121828869
1294	0.9180295031	0.3121251355
1295	0.9181051258	0.3120067457
1296	0.9180665655	0.3119652551
1297	0.9181264291	0.3118782625
1298	0.9181184582	0.3118190901
1299	0.9181586172	0.3117748468
1300	0.9181058878	0.3117221798
1301	0.918191178	0.3116717316
1302	0.9181743836	0.311626934
1303	0.9182013191	0.3115550786
1304	0.9182464455	0.3114947376
1305	0.9182767465	0.3114316908
1306	0.9183346402	0.3113512018
1307	0.9183774216	0.3112953653
1308	0.9184511528	0.3112441093
1309	0.9184294007	0.3111958932
1310	0.9185165683	0.3111104373
1311	0.9185567173	0.3110854379
1312	0.9186086942	0.3110089702
1313	0.9186837274	0.3109444816
1314	0.9187047591	0.3108779093
1315	0.9186606157	0.3107745264
1316	0.9186902468	0.3106840392
1317	0.9187382802	0.3106082163
1318	0.9187856553	0.3105610596
1319	0.918846527	0.3104795785
1320	0.9188132639	0.310426115
1321	0.9187958208	0.3103938482
1322	0.91885573	0.3102993728
1323	0.9188902633	0.3102269103
1324	0.9188612965	0.3101967565
1325	0.9188619539	0.3101967122
1326	0.9188639261	0.3101965742
1327	0.9188866273	0.3101659755
1328	0.9188912292	0.310149668
1329	0.918886895	0.3100362778
1330	0.91892503	0.3099694557
1331	0.9190606201	0.3098950519
1332	0.9190866085	0.3098339569
1333	0.9190237341	0.309737818
1334	0.9191839842	0.3096706167
1335	0.9191727817	0.309578963
1336	0.9191115703	0.3095047981
1337	0.91914974	0.3094168651
1338	0.9191721011	0.3093351197
1339	0.9191898593	0.3092684319
1340	0.9192523651	0.3091770012
1341	0.9192757248	0.309107849
1342	0.9192697879	0.3089909428
1343	0.9193309819	0.3089372043
1344	0.9193415078	0.3088803557
1345	0.9193424885	0.3088167368
1346	0.9193280017	0.3087753355
1347	0.9193385286	0.3087026348
1348	0.9193813062	0.308660767
1349	0.9195385848	0.3085676099
1350	0.9195405589	0.3085623776
1351	0.9196030711	0.3084643508
1352	0.9196076776	0.3084089255
1353	0.919665251	0.3083456573
1354	0.9196905837	0.3082551831
1355	0.9196905837	0.3082161937
1356	0.9197261115	0.3081307288
1357	0.9197544116	0.3080763584
1358	0.9197521146	0.3080264663
1359	0.9198547432	0.3079908309
1360	0.9198235061	0.3079350199
1361	0.919871538	0.3078641983
1362	0.9198922623	0.3078085546
1363	0.9198541045	0.307718212
1364	0.9198814118	0.3076876867
1365	0.9199610159	0.3076046094
1366	0.9199843721	0.3075680892
1367	0.9199995134	0.3075272851
1368	0.9199959068	0.3075078029
1369	0.9199830831	0.3074590231
1370	0.9199383673	0.3073903766
1371	0.9200031775	0.3073354711
1372	0.9200199519	0.3072634671
1373	0.9200232439	0.3072600638
1374	0.9201196198	0.3071598945
1375	0.9201528531	0.3070709917
1376	0.9201670299	0.3069799852
1377	0.9202689735	0.3069153086
1378	0.9203002311	0.3068525505
1379	0.9204025133	0.3067303468
1380	0.9204331113	0.3067030564
1381	0.9204814346	0.3066214073
1382	0.9204601156	0.3065392359
1383	0.9204298736	0.3065185051
1384	0.920457538	0.3064209953
1385	0.9204749647	0.3063960759
1386	0.9205262849	0.3063196881
1387	0.9205582029	0.3062580551
1388	0.9206397593	0.306214647
1389	0.9206598181	0.306187832
1390	0.9207393907	0.3061326616
1391	0.9207042532	0.3060599757
1392	0.9207509582	0.3059896417
1393	0.9208726165	0.3058781681
1394	0.9208486887	0.3058213061
1395	0.9208217523	0.30577112
1396	0.9209295736	0.3057207134
1397	0.9209246743	0.3057032472
1398	0.9209513205	0.3056737203
1399	0.9209303191	0.3056361796
1400	0.9209349323	0.3055643493
1401	0.9209698623	0.3055091351
1402	0.9209590318	0.3054697751
1403	0.9209514962	0.305455785
1404	0.9210189205	0.3053767738
1405	0.9210531966	0.305302937
1406	0.9211038589	0.3052082654
1407	0.9210936896	0.3051686742
1408	0.9211587553	0.3051200367
1409	0.9211212792	0.3050574166
1410	0.9211449116	0.3049791739
1411	0.9211847443	0.3049166926
1412	0.9211952924	0.3048313013
1413	0.9212084778	0.3047847523
1414	0.9212190264	0.3047262829
1415	0.9212601806	0.3046697074
1416	0.9212746862	0.304595701
1417	0.9213158424	0.3045332523
1418	0.9213733716	0.3044196467
1419	0.9214187564	0.3043262582
1420	0.9214434268	0.3042459656
1421	0.9215348513	0.3041765103
1422	0.9216285148	0.3040998327
1423	0.9216439485	0.3040326244
1424	0.9217067361	0.3039618131
1425	0.9217100339	0.3038979908
1426	0.921689062	0.303816067
1427	0.921743673	0.3037590347
1428	0.9217493486	0.3036920182
1429	0.921800663	0.3036117607
1430	0.9218345661	0.3035199873
1431	0.9218494816	0.3034291366
1432	0.9218761294	0.3033535452
1433	0.9219241463	0.3032911728
1434	0.9219203358	0.3032110645
1435	0.921924039	0.30313866
1436	0.9219090102	0.3030655417
1437	0.9219182485	0.3029776657
1438	0.9220566269	0.3028700475
1439	0.9220777455	0.3028361825
1440	0.9220147008	0.3028133121
1441	0.922094245	0.3027397481
1442	0.9220959746	0.3026925263
1443	0.922105875	0.3026684391
1444	0.922107195	0.3026592512
1445	0.9221561258	0.3025942012
1446	0.9221814559	0.3025504086
1447	0.9221887166	0.3025120228
1448	0.9221833529	0.3024242227
1449	0.9221571117	0.3023196075
1450	0.922225189	0.3022357015
1451	0.9222709874	0.3021815456
1452	0.9222817956	0.3021197296
1453	0.9223031666	0.3020716253
1454	0.9223531702	0.3020161787
1455	0.9223791621	0.3019717769
1456	0.9223425381	0.3019083271
1457	0.9223451793	0.301890615
1458	0.9223524426	0.301873584
1459	0.9223544235	0.3017907239
1460	0.9223376731	0.3017613663
1461	0.9223614446	0.3017047789
1462	0.9223834779	0.3016424718
1463	0.9224213596	0.301545025
1464	0.9224204588	0.3015090512
1465	0.9225022246	0.3014759876
1466	0.9225817628	0.3014053365
1467	0.9225621381	0.3013537116
1468	0.9225830837	0.3012982437
1469	0.9226086508	0.3012625777
1470	0.9226822351	0.3011887116
1471	0.9226954446	0.3011294985
1472	0.9227828938	0.3010431974
1473	0.9227861964	0.3010291374
1474	0.9227826645	0.3010030925
1475	0.9228579937	0.3009291475
1476	0.9229161447	0.3008809411
1477	0.9228897034	0.3008027676
1478	0.9228414571	0.300744359
1479	0.9228621641	0.3006927226
1480	0.9228352838	0.300651062
1481	0.9228513668	0.3006295431
1482	0.9228610497	0.3005729214
1483	0.9229126011	0.3004853078
1484	0.9229260401	0.3004145051
1485	0.9229271366	0.3003399887
1486	0.9228960672	0.3002679631
1487	0.922942994	0.3002097385
1488	0.9230848523	0.3001236951
1489	0.9231799949	0.3000268412
1490	0.9231443199	0.2999535863
1491	0.9231896901	0.2999182178
1492	0.9232698532	0.2998269337
1493	0.9232368264	0.2997674819
1494	0.9232755869	0.2997350987
1495	0.9232727291	0.2996951165
1496	0.9232925566	0.2996006444
1497	0.9233379266	0.299496221
1498	0.9233916776	0.2993720425
1499	0.9234075422	0.2993029054
1500	0.9234405951	0.2991856941
1501	0.923500718	0.2991039135
1502	0.9235667878	0.2990286472
1503	0.9235392698	0.2990279491
1504	0.9235511705	0.298986384
1505	0.9236110863	0.2989113559
1506	0.9236355514	0.2988439366
1507	0.9236813808	0.2987580469
1508	0.9236043193	0.2986920964
1509	0.9236851469	0.2986197728
1510	0.9237362705	0.2985721832
1511	0.9237085529	0.2984778787
1512	0.9237184738	0.2984212267
1513	0.9238219888	0.2983230645
1514	0.9238433522	0.2982884695
1515	0.923854597	0.2982544642
1516	0.9238572429	0.298188362
1517	0.9238469277	0.2981544148
1518	0.9238561888	0.298107903
1519	0.9239251065	0.2980329861
1520	0.9239409835	0.2979664038
1521	0.9239535531	0.2978732117
1522	0.9240058201	0.2977801971
1523	0.9240470344	0.2976822048
1524	0.9240670752	0.2976219874
1525	0.9240422121	0.297582676
1526	0.9241104642	0.2975265384
1527	0.9241170814	0.2975127178
1528	0.9241109374	0.29741687
1529	0.9241415657	0.2973527057
1530	0.9241587718	0.2972707302
1531	0.9241499814	0.2972163351
1532	0.9241860918	0.2971557665
1533	0.9241960189	0.2971149451
1534	0.924215212	0.2970734584
1535	0.9242049132	0.2970324249
1536	0.9242148413	0.2969769658
1537	0.924284415	0.2968728853
1538	0.9243064408	0.296812344
1539	0.924361925	0.2967650698
1540	0.9243463384	0.2967121014
1541	0.9243729975	0.2966631273
1542	0.9243666786	0.2965660323
1543	0.9243459759	0.2965035358
1544	0.9243940011	0.296436722
1545	0.9244231308	0.2963815689
1546	0.9243980963	0.2963158934
1547	0.9243747435	0.2962592686
1548	0.92439611	0.2962414763
1549	0.9244207866	0.296212608
1550	0.9244340288	0.2961604577
1551	0.9244671357	0.2960919556
1552	0.9245193151	0.2960498265
1553	0.9245853969	0.2959728848
1554	0.92463541	0.2959447567
1555	0.9246360723	0.2958726339
1556	0.9246151973	0.2958206589
1557	0.9246002811	0.2957775242
1558	0.9246335682	0.29571779
1559	0.9246607233	0.2956395789
1560	0.9246646973	0.2956046347
1561	0.924736913	0.2955312956
1562	0.924777487	0.2954801033
1563	0.9247793062	0.2954171991
1564	0.9248068007	0.2953687215
1565	0.9247918925	0.2953030053
1566	0.9248493635	0.29523377
1567	0.9248727154	0.2951779038
1568	0.9248800027	0.2951666463
1569	0.9249007045	0.2951265299
1570	0.9249108059	0.2950664644
1571	0.9249546949	0.2949840189
1572	0.9249465818	0.2949710808
1573	0.9249679457	0.294957429
1574	0.9250038859	0.2949044714
1575	0.9250494227	0.2948294423
1576	0.9250439622	0.294789087
1577	0.9250992774	0.294711129
1578	0.9251173265	0.2947068698
1579	0.9251420017	0.2946898161
1580	0.9251779423	0.2946335934
1581	0.9252211733	0.2945541108
1582	0.9252678726	0.2944575508
1583	0.9252784768	0.2944010025
1584	0.9252716963	0.294352012
1585	0.925278987	0.2943280896
1586	0.9252829637	0.2943229343
1587	0.9253124308	0.2942914383
1588	0.9253116165	0.2942268253
1589	0.9253149306	0.2941799299
1590	0.9253415949	0.294084823
1591	0.9253528633	0.2940427856
1592	0.9253205934	0.2939960625
1593	0.9253700979	0.293959075
1594	0.9254662968	0.2939008754
1595	0.9254835329	0.2938379506
1596	0.9255550494	0.2937786739
1597	0.9255648501	0.2937250023
1598	0.9256049167	0.2936351019
1599	0.9256201662	0.2935792758
1600	0.9256976434	0.2935079081
1601	0.9257257705	0.293424777
1602	0.9257330642	0.2934144788
1603	0.925773125	0.2933343729
1604	0.9258011121	0.2932736738
1605	0.9257910287	0.2932054877
1606	0.9257956706	0.2931490158
1607	0.9258403724	0.2930931159
1608	0.9258544335	0.2930599228
1609	0.9258570861	0.2929991641
1610	0.9258402371	0.29295026
1611	0.9258662358	0.2929039972
1612	0.9259116005	0.2928511614
1613	0.9259248648	0.2927870734
1614	0.9260097523	0.2927144801
1615	0.9259909206	0.2926508625
1616	0.9259881368	0.2926298194
1617	0.9259826998	0.2925792918
1618	0.9260012722	0.292521066
1619	0.9260550037	0.2924132616
1620	0.9260775595	0.2923562444
1621	0.9261497178	0.2922575419
1622	0.9261075415	0.2922347065
1623	0.9261113953	0.2921824703
1624	0.926241528	0.2920749308
1625	0.9262428551	0.29206748
1626	0.9262461728	0.2920237657
1627	0.9262868936	0.2919778447
1628	0.9263375668	0.2919207934
1629	0.9263756306	0.2918755111
1630	0.9263723126	0.2918535307
1631	0.926366102	0.2917929252
1632	0.9263927663	0.2917439708
1633	0.9264354757	0.291700369
1634	0.9264649101	0.2916216719
1635	0.9264674488	0.2915410727
1636	0.9264540588	0.2915028612
1637	0.9264600321	0.2914923898
1638	0.9264699877	0.2914001265
1639	0.926479828	0.2913492343
1640	0.9264391071	0.2912988707
1641	0.9264790486	0.2912655872
1642	0.9264976346	0.2912063401
1643	0.9265463216	0.2910922946
1644	0.926602974	0.2910141664
1645	0.9266002066	0.2909801749
1646	0.926610165	0.290932308
1647	0.9266648277	0.2908620468
1648	0.9266673736	0.2907727553
1649	0.9266740133	0.2907626767
1650	0.9267061022	0.2907134196
1651	0.9267074301	0.29070138
1652	0.9267408453	0.2906522199
1653	0.9267514691	0.2906147598
1654	0.9267461572	0.2905710073
1655	0.9267687334	0.2905096555
1656	0.9267900887	0.2904831644
1657	0.9267920808	0.290481768
1658	0.926796065	0.2904638963
1659	0.9268320294	0.290400908
1660	0.9268239556	0.2903122529
1661	0.9268305965	0.2902412101
1662	0.9268566008	0.2901859145
1663	0.9268698831	0.2901060985
1664	0.9268570569	0.2900283886
1665	0.9268916969	0.2899935312
1666	0.9269043164	0.2899554863
1667	0.9269617432	0.2898701043
1668	0.9269830988	0.2897937565
1669	0.9270130892	0.2897470863
1670	0.927046401	0.2896913109
1671	0.9270497224	0.289690022
1672	0.9270630083	0.2896521285
1673	0.9270576939	0.2895597198
1674	0.9270869237	0.2894716274
1675	0.9271182445	0.2894051953
1676	0.9271483317	0.2893337187
1677	0.9271702561	0.2892806338
1678	0.9271629479	0.2892425695
1679	0.9271656054	0.2892424982
1680	0.9271702561	0.2892419675
1681	0.9272115434	0.2891714197
1682	0.92722151	0.2891131541
1683	0.927306263	0.289032707
1684	0.92732961	0.288980985
1685	0.9273541971	0.2889390422
1686	0.9273821962	0.2889087196
1687	0.9273741335	0.2888598431
1688	0.927436865	0.2888014572
1689	0.9274166674	0.2887071537
1690	0.9274226491	0.2886539778
1691	0.9274352773	0.2885827687
1692	0.9274679314	0.2885170461
1693	0.9274932742	0.2884919555
1694	0.9274824698	0.2884332633
1695	0.9275158743	0.2884212877
1696	0.9275157905	0.2883547511
1697	0.9275057355	0.2882933025
1698	0.927509724	0.2882587672
1699	0.9275477821	0.2881885909
1700	0.9275596657	0.2881468616
1701	0.9275649842	0.2881162286
1702	0.9276170845	0.2880648295
1703	0.9276470824	0.2879794758
1704	0.9277820059	0.2879006656
1705	0.9278479806	0.2878027538
1706	0.9278725838	0.2877558923
1707	0.9278745787	0.2877455993
1708	0.9278397803	0.2877062839
1709	0.9278958583	0.2876649096
1710	0.927881156	0.2875772513
1711	0.9279038383	0.2875284912
1712	0.9279732137	0.2874857585
1713	0.9279598429	0.2874542296
1714	0.927951792	0.287429162
1715	0.9279603679	0.2873617251
1716	0.9280338051	0.2872839828
1717	0.9280484379	0.2872434467
1718	0.9280538261	0.2871924871
1719	0.9281158826	0.2871303048
1720	0.9280757758	0.2870712123
1721	0.9281257951	0.2870266302
1722	0.9280790352	0.2869666848
1723	0.9280696561	0.286895804
