iter	F1	Logloss
107	0.866860453	0.4250452862
108	0.866984165	0.424879214
109	0.8669459812	0.4246995084
110	0.8672019872	0.4244389581
111	0.8673328897	0.4242498049
112	0.8672596709	0.4240539998
113	0.867511415	0.4238711547
114	0.8675799742	0.4236607705
115	0.8676248304	0.4234340822
116	0.8676196609	0.4232083332
117	0.8676058439	0.4229930918
118	0.8678584721	0.4228487244
119	0.8679230939	0.4226614774
120	0.8679805761	0.4224397108
121	0.8680299077	0.4222647148
122	0.8681541291	0.4220427499
123	0.8682357767	0.42183803
124	0.8683286373	0.4216419406
125	0.8682917733	0.421574115
126	0.8684995378	0.421354527
127	0.8685394668	0.4211436987
128	0.8687709094	0.4209380208
129	0.8687715323	0.4208377065
130	0.8689754653	0.4206996019
131	0.8689498624	0.4204815912
132	0.8690496248	0.4202757261
133	0.8693326948	0.420018078
134	0.869354508	0.4198433442
135	0.8694442812	0.4196889165
136	0.8695271924	0.4194092459
137	0.8695664641	0.4192140103
138	0.8695982571	0.4190400332
139	0.8697914688	0.4189174063
140	0.8698500577	0.4187266032
141	0.8698700098	0.4185859139
142	0.8698968109	0.4184200679
143	0.8700089736	0.4182041278
144	0.8700177335	0.418045758
145	0.8702824527	0.4178531851
146	0.8704201895	0.4176429051
147	0.8704626079	0.4174974586
148	0.8704962654	0.4173979761
149	0.8704564284	0.4172355456
150	0.8705044066	0.417101805
151	0.8705431218	0.4169144852
152	0.870557506	0.41669594
153	0.8705999406	0.4165698248
154	0.8706217836	0.4163676808
155	0.8707625372	0.4161644957
156	0.8708585371	0.4159728645
157	0.8709438355	0.4158777349
158	0.870963141	0.4157526416
159	0.8710434805	0.4156026068
160	0.8712296294	0.415440924
161	0.8712141844	0.4152144465
162	0.8713810099	0.4150454478
163	0.8714234119	0.4148609488
164	0.871564596	0.4147100636
165	0.871582082	0.4145260628
166	0.871697421	0.4142775159
167	0.8718940762	0.4140424605
168	0.8718414307	0.4138743468
169	0.8718141655	0.4137632939
170	0.8719834959	0.4135032611
171	0.8720476137	0.4133237968
172	0.872073859	0.4131821243
173	0.8721095641	0.4129550313
174	0.8722316377	0.4127650409
175	0.8722150237	0.4125242238
176	0.8722591409	0.41231899
177	0.8723931832	0.4121466571
178	0.8724754297	0.4119463352
179	0.8726278369	0.411791017
180	0.872604276	0.4116865054
181	0.872732693	0.4114492124
182	0.8727771001	0.4112528071
183	0.8727753295	0.411154033
184	0.872932833	0.4109713431
185	0.8730522719	0.4108538213
186	0.8730625127	0.4106074433
187	0.8731726788	0.4104870699
188	0.8732450285	0.4103669016
189	0.8733743364	0.4101800414
190	0.8733659504	0.4099717811
191	0.8734659598	0.4097771547
192	0.8735518192	0.4095680918
193	0.8735873677	0.409437595
194	0.8736670959	0.4092900385
195	0.8737728423	0.4091255071
196	0.8737388214	0.4089628449
197	0.8737432041	0.4088236186
198	0.8738423438	0.408649378
199	0.8739274211	0.4085175222
200	0.873985371	0.4083480365
201	0.8740992426	0.4081680415
202	0.8742470953	0.4080026072
203	0.8742857757	0.4078455665
204	0.8743759779	0.4076246284
205	0.8743742571	0.4074905174
206	0.8744823021	0.4073952434
207	0.8743473242	0.4072904211
208	0.8745454181	0.4071530102
209	0.8745587406	0.4070049601
210	0.8748200202	0.4068085714
211	0.8748541396	0.4065955945
212	0.8748752721	0.4064794777
213	0.8748865526	0.4063645926
214	0.8750056405	0.4062639884
215	0.8751347345	0.4061860573
216	0.8751120928	0.4060786922
217	0.8751570403	0.4059609115
218	0.8751934692	0.4057921203
219	0.8752346553	0.4056840365
220	0.8752497004	0.4055970046
221	0.8752902617	0.4055018677
222	0.8754632223	0.4053007492
223	0.8755563004	0.4051758586
224	0.8755546165	0.4050730175
225	0.8754958292	0.4049896653
226	0.8755518756	0.4048693703
227	0.8755694353	0.4046762531
228	0.8757208625	0.4045255036
229	0.8758243797	0.4044252601
230	0.8758467533	0.4043590625
231	0.8760345018	0.4041963359
232	0.8760424431	0.4040900308
233	0.8761145651	0.4039647204
234	0.8762142595	0.4038169145
235	0.8763181464	0.4036002651
236	0.8764044622	0.4034206211
237	0.8765050343	0.4032516793
238	0.8765623109	0.403100418
239	0.8766126838	0.4029581825
240	0.876648226	0.4027718775
241	0.8768383195	0.4025908249
242	0.8769755967	0.402433715
243	0.8770259572	0.4022867057
244	0.8771531747	0.4021290549
245	0.8770912527	0.4019584672
246	0.8771004079	0.4017859182
247	0.8770825591	0.4016488745
248	0.8772135838	0.4015122715
249	0.8773817732	0.4012939597
250	0.8774863832	0.4011413496
251	0.8774882679	0.4011385355
252	0.8773530191	0.4009787002
253	0.8774777419	0.4008038028
254	0.8776676286	0.4006838683
255	0.8777113467	0.4005559899
256	0.8778155697	0.4003604383
257	0.8778653005	0.4002535604
258	0.8779244581	0.4001064554
259	0.8779848729	0.4000070653
260	0.8780267094	0.3998191224
261	0.87812051	0.399663613
262	0.8782287664	0.3995023475
263	0.8781991577	0.3994108663
264	0.8783483901	0.3992979778
265	0.8783924533	0.3991812811
266	0.8786382681	0.399021254
267	0.8786754023	0.3989233047
268	0.878604243	0.3987842099
269	0.8787099388	0.3986166397
270	0.878795861	0.3985087776
271	0.8788052967	0.3984426664
272	0.8789015806	0.3983004905
273	0.8790057289	0.398171466
274	0.879097598	0.3980454219
275	0.8792209196	0.3978871228
276	0.879182232	0.3977339298
277	0.8792269079	0.3976479673
278	0.8792379175	0.3975651959
279	0.8792923516	0.397493933
280	0.8792954985	0.3974914728
281	0.8793156393	0.3973115784
282	0.8794075058	0.3972107271
283	0.8793763735	0.3970893256
284	0.8794323804	0.3969241606
285	0.8794506368	0.3967822025
286	0.8795456807	0.3966218405
287	0.8795453797	0.3965328891
288	0.8796784458	0.3964024005
289	0.8797504916	0.3963036059
290	0.8797913835	0.396197601
291	0.8799611794	0.3960354265
292	0.8800030347	0.3958955547
293	0.8800364177	0.3957344262
294	0.8800383073	0.3957321299
295	0.8799610013	0.3956575689
296	0.8800826858	0.3955070469
297	0.880193079	0.3953810543
298	0.8802823958	0.3952517656
299	0.8803000372	0.3951667149
300	0.8802891254	0.3950366808
301	0.8802922759	0.3950349289
302	0.8804309393	0.3949614797
303	0.880485319	0.3948924181
304	0.880572372	0.3947023313
305	0.880672649	0.3945468621
306	0.8807107289	0.3944487662
307	0.8807311612	0.3943362436
308	0.8807990193	0.3942131867
309	0.8809142638	0.3940726359
310	0.8809249812	0.3940062037
311	0.8808854948	0.3939060095
312	0.8808867557	0.3939043894
313	0.8809235812	0.3937255907
314	0.8809488022	0.3936487919
315	0.88096898	0.3935365272
316	0.8810422599	0.3934535889
317	0.8811202025	0.3933587584
318	0.8811865386	0.3932086618
319	0.8812035672	0.3930673051
320	0.8814459366	0.3928982501
321	0.8814598149	0.3927839534
322	0.8814047505	0.3926269969
323	0.8813760244	0.392480603
324	0.8814318794	0.3923902111
325	0.8814889889	0.392317331
326	0.88152038	0.3922164201
327	0.8816993918	0.3920911319
328	0.8817006537	0.3920890906
329	0.8817414989	0.3919514158
330	0.8818819206	0.3918355636
331	0.8819530514	0.3916962375
332	0.8820629362	0.3915360578
333	0.8820904889	0.391379145
334	0.8821609924	0.3912470708
335	0.8822464468	0.3911300797
336	0.8823095869	0.3910136013
337	0.8823790375	0.3909168868
338	0.882307269	0.3907935558
339	0.8824099762	0.3906308276
340	0.8824085046	0.3905182667
341	0.8825482418	0.3904152472
342	0.8826561824	0.3903410859
343	0.8826616657	0.3902223333
344	0.8826444128	0.3901825357
345	0.8827151174	0.3900878382
346	0.88284097	0.38995145
347	0.8829327104	0.3898539316
348	0.8830463037	0.3897215147
349	0.8830423248	0.3896266462
350	0.883025332	0.3895182158
351	0.8830832066	0.3893737906
352	0.8832199092	0.3892192901
353	0.8832991726	0.3890789321
354	0.8833805977	0.3888770652
355	0.8833965741	0.3888675896
356	0.8834213979	0.3887852406
357	0.8835632118	0.3886182338
358	0.883592289	0.3884867017
359	0.8836330858	0.3883423751
360	0.883641936	0.3881614334
361	0.8834990777	0.387962074
362	0.8836917124	0.3878021839
363	0.8836472452	0.3877324368
364	0.8836790288	0.3875917463
365	0.8837106459	0.3874509396
366	0.8840556899	0.3872609108
367	0.8840000372	0.3871594012
368	0.8839910247	0.3870538069
369	0.8840828878	0.3869426814
370	0.8841205156	0.3868738694
371	0.8840882714	0.3867683038
372	0.8840509604	0.386641272
373	0.8841893166	0.3865119202
374	0.8841872673	0.3864158782
375	0.8842574639	0.3862863658
376	0.8843848914	0.386185154
377	0.8844094254	0.3860243685
378	0.8844156095	0.3859197944
379	0.8844728532	0.3858159164
380	0.8845264399	0.3856808809
381	0.8846710816	0.3855310135
382	0.8846771401	0.3854124924
383	0.8848376007	0.3852341226
384	0.8849216883	0.3851217812
385	0.884975886	0.3850078341
386	0.8850058951	0.3849684057
387	0.8849903231	0.3848921207
388	0.885095934	0.3847223835
389	0.8851550717	0.3846221987
390	0.8851652047	0.3844973446
391	0.8852134579	0.3843737575
392	0.8853020823	0.3843039153
393	0.8853542512	0.3841768973
394	0.885404519	0.3840550357
395	0.8856047383	0.3839341634
396	0.8856007257	0.383851618
397	0.8856394775	0.3837609032
398	0.8856808679	0.3836406183
399	0.8857598425	0.383551588
400	0.8857897233	0.3834662359
401	0.8858215052	0.3833780861
402	0.8858481199	0.3832729118
403	0.8859761689	0.3831346976
404	0.886077398	0.3830148274
405	0.886080567	0.3830099411
406	0.8860812007	0.3829516187
407	0.8860339352	0.382875247
408	0.886031308	0.3828102666
409	0.8861421372	0.3826873389
410	0.8861439505	0.3826268675
411	0.886200629	0.3825289063
412	0.8861490215	0.3824289871
413	0.8862297038	0.3822764256
414	0.8862449192	0.3821633472
415	0.8862716315	0.3820908969
416	0.8862836777	0.3819659998
417	0.8864357081	0.3818310677
418	0.88649603	0.3816779243
419	0.8866749119	0.381506746
420	0.8868646107	0.3813907591
421	0.8868875112	0.3813191666
422	0.8869369917	0.3811782884
423	0.8870159056	0.3810453209
424	0.8871380151	0.3809278457
425	0.8871321915	0.3808163127
426	0.8872104625	0.3807002979
427	0.8871996206	0.3806387658
428	0.8874274202	0.3805196773
429	0.8873949099	0.3804007817
430	0.8874413362	0.3803340284
431	0.8875654168	0.3802330635
432	0.887523351	0.380173604
433	0.8876448048	0.3800148603
434	0.8876644846	0.3798827368
435	0.8877083673	0.379793238
436	0.8877592325	0.3797131481
437	0.8878075573	0.3796511658
438	0.887872423	0.3795756411
439	0.8879118239	0.3794561342
440	0.8878901702	0.3793497838
441	0.8879537357	0.3792338462
442	0.8880046001	0.3791190275
443	0.8880745702	0.3790097427
444	0.8880974347	0.3789121989
445	0.8880904225	0.3788545179
446	0.8882029688	0.3787499497
447	0.8882582963	0.3786349857
448	0.8882608372	0.3786335198
449	0.8883263432	0.3785361978
450	0.888396273	0.3784666017
451	0.8884007042	0.3784069524
452	0.8884293236	0.3783808177
453	0.8883892367	0.3782259568
454	0.8883803094	0.378122652
455	0.8884877629	0.3780294983
456	0.8884368601	0.3779256295
457	0.8884762991	0.3777838775
458	0.8886466989	0.3776612401
459	0.8886721264	0.3776203452
460	0.8886835592	0.3775149087
461	0.8887121655	0.3774204446
462	0.8887553992	0.3772855611
463	0.8888463004	0.3771739745
464	0.8889810482	0.3770966209
465	0.889063043	0.3770049341
466	0.8891259612	0.3768829197
467	0.8891691764	0.3767991874
468	0.8891221692	0.3766275693
469	0.8891812845	0.3765719401
470	0.8892111497	0.3765559593
471	0.8892740789	0.3763901365
472	0.8892594772	0.376280198
473	0.889418986	0.3761310907
474	0.8894081576	0.3760277946
475	0.8894958689	0.3759108855
476	0.8895733594	0.3757791912
477	0.8896679866	0.3757068499
478	0.889615339	0.3755830316
479	0.8895804225	0.375558625
480	0.8896611394	0.3754303343
481	0.8896757457	0.3753449417
482	0.8897526153	0.3752348997
483	0.889825025	0.3751575113
484	0.8898123606	0.3750463781
485	0.8898644711	0.374994181
486	0.8899260921	0.3748937907
487	0.889945181	0.3748366782
488	0.8899483626	0.3748337992
489	0.8900227082	0.3747283159
490	0.8900945062	0.3746091629
491	0.8901199234	0.374474122
492	0.8901739808	0.3743860206
493	0.8902095397	0.3743644992
494	0.8902876991	0.3742317491
495	0.8902921548	0.3742304957
496	0.8903176172	0.3741079157
497	0.8904300576	0.3740053896
498	0.8904612538	0.3738544788
499	0.8906713564	0.3736815456
500	0.8907652409	0.3735990485
501	0.8908712714	0.3734421074
502	0.8909449475	0.3733534199
503	0.8910353189	0.3732015087
504	0.8910524472	0.3730583713
505	0.891121028	0.3729213164
506	0.8912346864	0.3728304771
507	0.8911117593	0.3727323398
508	0.8912138886	0.3726702309
509	0.8911948508	0.3725602253
510	0.8913040526	0.3724583914
511	0.891322608	0.3723593159
512	0.8915377253	0.3722010521
513	0.8916741297	0.3720915325
514	0.89165965	0.371982409
515	0.8917275757	0.3719168979
516	0.8917947677	0.3718117682
517	0.8917917675	0.3717240573
518	0.8917994166	0.3716898699
519	0.89175708	0.3715838743
520	0.8917609047	0.3715820733
521	0.8918535059	0.371495491
522	0.8919055887	0.3714304944
523	0.8919184367	0.3713747618
524	0.8919249099	0.37126711
525	0.8919382995	0.3712014517
526	0.8919879358	0.3710830227
527	0.892001427	0.3709628488
528	0.8920187458	0.3708215158
529	0.8920644612	0.3707438596
530	0.8921773631	0.3706154158
531	0.8921857607	0.3705311317
532	0.8922252011	0.3704403633
533	0.8922881363	0.3702695811
534	0.8923540392	0.3702205754
535	0.8923770054	0.3701654036
536	0.8923809456	0.3701249058
537	0.8923873256	0.3700674927
538	0.8924090182	0.3700052003
539	0.8924547295	0.3699358585
540	0.8925435963	0.3697915506
541	0.8925564765	0.3696792847
542	0.8926395983	0.3695901269
543	0.8926772524	0.3694680914
544	0.8926684389	0.3693874401
545	0.892818716	0.3692603155
546	0.8928828027	0.3691189398
547	0.8929267192	0.3690881636
548	0.8929060414	0.3689754269
549	0.8928775711	0.36889255
550	0.8929434475	0.3687624892
551	0.893001788	0.3686849774
552	0.8929950295	0.3686061236
553	0.8930268207	0.3685429968
554	0.8931057288	0.3683614431
555	0.8933497757	0.3682426232
556	0.8932922296	0.3681566072
557	0.8933257934	0.3680740402
558	0.8933993024	0.3679929279
559	0.8934242114	0.3678541091
560	0.8934286823	0.3678321068
561	0.8934820421	0.3677222321
562	0.8935322074	0.3676610241
563	0.8935702347	0.3675648781
564	0.8935698971	0.3674086559
565	0.8937320662	0.3672824777
566	0.8938702426	0.3671009303
567	0.89396336	0.3670096603
568	0.8939374878	0.3669904835
569	0.8938545889	0.3668969595
570	0.893886377	0.3668350503
571	0.8939288665	0.366731331
572	0.8940200668	0.3666562425
573	0.8940505752	0.3665940045
574	0.894183604	0.3664943543
575	0.8942091687	0.3663688326
576	0.8943440969	0.3662268956
577	0.8943884884	0.3661528342
578	0.8943995323	0.3660885275
579	0.8943711198	0.3660366671
580	0.894423185	0.3659466178
581	0.8944105772	0.3659232928
582	0.8945066741	0.3658256902
583	0.8945877782	0.3657329584
584	0.89456595	0.3656197502
585	0.8946408458	0.3655173906
586	0.8946657833	0.3654543788
587	0.894756289	0.3653723983
588	0.8947105464	0.3652910468
589	0.894717581	0.3651835894
590	0.8947551253	0.3650729998
591	0.8948097489	0.3649806303
592	0.8948955217	0.3648362256
593	0.8949044768	0.3646995356
594	0.8949981738	0.3646266435
595	0.8950976181	0.3645096677
596	0.8951349621	0.3644332832
597	0.8952015311	0.3643478606
598	0.8951789043	0.3642954536
599	0.8952392796	0.3641540366
600	0.8952710671	0.3641027803
601	0.8952642337	0.3640617264
602	0.8952738319	0.3639743339
603	0.8952874754	0.3638568377
604	0.8953303705	0.3637792388
605	0.8954103786	0.3637051155
606	0.8954413169	0.3636464732
607	0.8954617966	0.3635521067
608	0.8954598766	0.363428427
609	0.8955176944	0.363335757
610	0.8955430829	0.3632325103
611	0.8955204678	0.3631377315
612	0.8954703235	0.3630171175
613	0.8955046775	0.3628976784
614	0.8956109346	0.3628000093
615	0.8956175527	0.3626943646
616	0.8957272191	0.3625724064
617	0.8958038054	0.3625049063
618	0.8957801407	0.3624098367
619	0.8957918883	0.3623015614
620	0.8957620376	0.3621872562
621	0.8957671606	0.3621863696
622	0.8958540052	0.3620744632
623	0.8958954093	0.3619746517
624	0.8959461952	0.3619185306
625	0.8959545217	0.3618466946
626	0.8961341313	0.3617432498
627	0.8962388217	0.361579846
628	0.8962316073	0.3614852191
629	0.8962714917	0.361390299
630	0.896272773	0.36130985
631	0.8963128947	0.3612460757
632	0.8963128947	0.3612412804
633	0.896399307	0.3610817447
634	0.8964144423	0.3610603321
635	0.8965737065	0.3609391292
636	0.8965765168	0.3608901046
637	0.8965812497	0.3608232207
638	0.8966529179	0.360752228
639	0.8966535588	0.3606908426
640	0.8966808657	0.3605859049
641	0.8967233021	0.360468543
642	0.8967715054	0.360357423
643	0.8967717589	0.3603251629
644	0.8967889318	0.3602175199
645	0.8969211131	0.3601083661
646	0.8970094444	0.3599924208
647	0.8970431625	0.3599235677
648	0.8970926468	0.3598345299
649	0.8971636655	0.3596816348
650	0.8971989336	0.3595350157
651	0.8972284327	0.3594328714
652	0.8972158746	0.3593305444
653	0.8972811244	0.3592141103
654	0.8972871666	0.3591857537
655	0.8973549814	0.3590999629
656	0.8974855596	0.3589876865
657	0.8974932568	0.3589761029
658	0.8976111776	0.3588755313
659	0.8976770512	0.3587515943
660	0.897773147	0.3586286115
661	0.8978058685	0.3585279383
662	0.897962392	0.358373031
663	0.8980266167	0.3583011864
664	0.8980217767	0.3582072315
665	0.898102098	0.3580654276
666	0.8981023942	0.3579836148
667	0.8981688908	0.3578854499
668	0.8982922472	0.3578140252
669	0.8982308505	0.3577362246
670	0.8984621453	0.3575936991
671	0.8984483296	0.3575064599
672	0.898570709	0.3574321913
673	0.8985860988	0.3573492981
674	0.8987839268	0.3571954171
675	0.8988243867	0.3571021173
676	0.8987932353	0.3570019133
677	0.8987492364	0.3569493978
678	0.8987858474	0.3568323699
679	0.8988516785	0.356751036
680	0.8988857172	0.3566492715
681	0.8988481436	0.3565701939
682	0.8988526395	0.3565363367
683	0.898886681	0.3564551272
684	0.8988770468	0.3563490744
685	0.8988683754	0.3562681753
686	0.8988590602	0.3561575456
687	0.898885719	0.3561060503
688	0.8989647341	0.3559805389
689	0.8989592758	0.3559016555
690	0.8991131066	0.3557852557
691	0.8991095802	0.355728144
692	0.8991384947	0.3556478969
693	0.8991552018	0.355554411
694	0.899204663	0.3554503181
695	0.8992788276	0.3553202327
696	0.8993433713	0.35519528
697	0.8993485126	0.3551589853
698	0.8993674871	0.355051351
699	0.8994262463	0.3549921845
700	0.8994272279	0.3549433101
701	0.8994516532	0.354877708
702	0.8995531391	0.3547727262
703	0.8994841345	0.3546758054
704	0.8996128815	0.3546023965
705	0.8997078815	0.3545254871
706	0.8996934422	0.3545253282
707	0.8996678273	0.3544080717
708	0.8996934942	0.3543250264
709	0.8997195076	0.354270597
710	0.8997390911	0.3542012752
711	0.8997670897	0.3541418816
712	0.8997748062	0.3541174198
713	0.8998695075	0.3540486453
714	0.8999286077	0.3539351547
715	0.9000312987	0.3538503279
716	0.9000602413	0.3537657332
717	0.9001359836	0.3536173391
718	0.9001469184	0.3535716996
719	0.9001722855	0.3535555709
720	0.9001444262	0.3534313495
721	0.9002089521	0.3533418653
722	0.9002099594	0.3532325448
723	0.9002109668	0.3531537834
724	0.900190184	0.3530701814
725	0.9001921142	0.353065945
726	0.9003239331	0.3529342766
727	0.9003583082	0.3528494462
728	0.9004404732	0.3527559316
729	0.9004287177	0.3526605624
730	0.9004312917	0.3526597398
731	0.9004493099	0.3525556019
732	0.9004079509	0.3524836176
733	0.9005471916	0.3523970841
734	0.9005622619	0.3523195419
735	0.9005818366	0.3522929646
736	0.9007712464	0.3521505835
737	0.9008065271	0.3520925841
738	0.9008148951	0.352066232
739	0.9008002127	0.3520367703
740	0.9008522309	0.3519446787
741	0.9009616718	0.3518120078
742	0.90092485	0.3517284028
743	0.9010072485	0.3516581155
744	0.9009560098	0.3516053882
745	0.9010179399	0.3515374232
746	0.9010292761	0.3514141466
747	0.9010662322	0.3513342863
748	0.9011515938	0.3512190356
749	0.9011610041	0.3511410544
750	0.9011577841	0.351048808
751	0.9012719737	0.3509705634
752	0.9014528106	0.3508715614
753	0.9014970888	0.3507280344
754	0.9015342802	0.3506787099
755	0.9016131671	0.3505974122
756	0.9016539849	0.35048134
757	0.9017438172	0.3503644974
758	0.9017999134	0.3502920574
759	0.9018394433	0.3501798337
760	0.9018751081	0.3500996123
761	0.9019524633	0.3499928553
762	0.9019361292	0.3499813272
763	0.9019608403	0.3499102747
764	0.9019715714	0.3498438963
765	0.9019917723	0.3497702657
766	0.90203324	0.3496913229
767	0.9021166176	0.3496365697
768	0.9021411098	0.3495208618
769	0.9021690438	0.3494895075
770	0.9022296397	0.3494309703
771	0.9022870092	0.3493768147
772	0.9023076374	0.3492874282
773	0.9023587787	0.3491793668
774	0.90235212	0.3491067145
775	0.9024309738	0.3489936843
776	0.9024960742	0.3489233738
777	0.9024601964	0.3487980453
778	0.9024438688	0.3487451199
779	0.902468162	0.3486426779
780	0.9024926655	0.3485273945
781	0.9025068523	0.3484747866
782	0.902575183	0.348391967
783	0.902576913	0.3483214034
784	0.9026387937	0.3482593501
785	0.9026744693	0.3481608556
786	0.9027511818	0.348087653
787	0.9027638837	0.3480116952
788	0.9028182167	0.3479063371
789	0.9028336986	0.347859082
790	0.9028530517	0.3477734428
791	0.9028919552	0.3477208343
792	0.9029976315	0.3476330462
793	0.9030779409	0.3475043616
794	0.9031415483	0.3474289599
795	0.9030322821	0.3473253211
796	0.9031188596	0.3471964641
797	0.9031390513	0.3471153643
798	0.9031813693	0.3470544954
799	0.903217048	0.346944816
800	0.9031906783	0.3468749584
801	0.9031814573	0.3467986438
802	0.9032635157	0.3467065544
803	0.9032959699	0.3466090281
804	0.9033406885	0.3465466908
805	0.9033692707	0.3464793513
806	0.9033913977	0.3464091076
807	0.9034277262	0.3463255964
808	0.9034575996	0.3461877124
809	0.903479726	0.3461184145
810	0.9035083081	0.3460718731
811	0.9034898794	0.3460188871
812	0.9035675829	0.3459526988
813	0.9035725744	0.3458868619
814	0.903578212	0.3458295874
815	0.9037327814	0.3457186478
816	0.9036881951	0.3456225503
817	0.9037193605	0.3455612127
818	0.9037565059	0.3454916489
819	0.9037868584	0.3454552092
820	0.9038341708	0.3453575574
821	0.9038966681	0.3452798752
822	0.903869859	0.3452200374
823	0.9038755081	0.3451765439
824	0.9038558016	0.345103905
825	0.9038687205	0.3450434175
826	0.9038919755	0.344923959
827	0.904002607	0.3447945983
828	0.9039856497	0.3447560812
829	0.9040854492	0.3446742502
830	0.9040899717	0.3446726204
831	0.9041374486	0.3446006818
832	0.9041452018	0.3445738431
833	0.9041762159	0.3444883467
834	0.9042054472	0.3444416593
835	0.9042535706	0.344372948
836	0.9042750471	0.3442814984
837	0.9042652023	0.3442151989
838	0.9043262504	0.344151322
839	0.9043112363	0.3441474352
840	0.9042613638	0.3440692586
841	0.9043643814	0.3439746365
842	0.9044541652	0.3438943506
843	0.904462568	0.343874444
844	0.9044767885	0.3438021649
845	0.9044930932	0.3437542515
846	0.9045274972	0.3437006335
847	0.9046641026	0.3435835873
848	0.9046113166	0.3434805402
849	0.904677818	0.343413582
850	0.9047135145	0.343364297
851	0.904684791	0.3433422089
852	0.9047120838	0.3432866442
853	0.9047497216	0.3431980318
854	0.9047633001	0.3431271468
855	0.9047625173	0.3430564957
856	0.9048522929	0.3429573852
857	0.9048964003	0.3428848833
858	0.9048786746	0.3428015337
859	0.9048995021	0.3427590485
860	0.9049527977	0.3426495711
861	0.9049931569	0.342607296
862	0.9050608079	0.3425284504
863	0.9050392085	0.34246695
864	0.9051225097	0.3424048082
865	0.9051009126	0.3423053819
866	0.9050583602	0.3422615086
867	0.9049938063	0.3422003221
868	0.9050496964	0.3420979433
869	0.9051628937	0.3420080094
870	0.9051993713	0.3419478427
871	0.9051914847	0.341870257
872	0.9052037781	0.3417964582
873	0.905270667	0.3417253868
874	0.9052242402	0.3416518209
875	0.9053036693	0.341572848
876	0.9053590307	0.3414668142
877	0.9053706795	0.341399895
878	0.9054265694	0.3413074485
879	0.9054532198	0.3412559032
880	0.9054883976	0.3411855528
881	0.9054994006	0.3411276192
882	0.9055565841	0.3410108964
883	0.9055604678	0.3409498475
884	0.9056151714	0.3408830126
